germplasmName,study_db_id,value,studyName
MN22120,10150,7585.8,23Crk_AYs_R18_Yield
MN22146,10150,7377.325,23Crk_AYs_R18_Yield
MN22182,10150,7269.725,23Crk_AYs_R18_Yield
MN22126,10150,6536.7,23Crk_AYs_R18_Yield
MN22206,10150,6886.4,23Crk_AYs_R18_Yield
MN22248,10150,6946.925,23Crk_AYs_R18_Yield
MN22278,10150,7061.25,23Crk_AYs_R18_Yield
MN22419,10150,6994.0,23Crk_AYs_R18_Yield
MN22046,10150,6906.575,23Crk_AYs_R18_Yield
MN21089-4,10150,6832.6,23Crk_AYs_R18_Yield
MN21287-2,10150,6839.325,23Crk_AYs_R18_Yield
MN22229,10150,6711.55,23Crk_AYs_R18_Yield
MN22418,10150,6745.175,23Crk_AYs_R18_Yield
MN-ROTHSAY,10150,7471.475,23Crk_AYs_R18_Yield
MN21172-3,10150,7841.35,23Crk_AYs_R18_Yield
MN22275,10150,7350.425,23Crk_AYs_R18_Yield
MN22457,10150,6334.95,23Crk_AYs_R18_Yield
MN22196,10150,7094.875,23Crk_AYs_R18_Yield
MN-TORGY,10150,6570.325,23Crk_AYs_R18_Yield
MN22428,10150,7269.725,23Crk_AYs_R18_Yield
MN22183,10151,4909.25,23Ferg_AY1-3_Yield
MN22213,10151,5810.4,23Ferg_AY1-3_Yield
MN22365,10151,5608.65,23Ferg_AY1-3_Yield
MN-TORGY,10151,5776.775,23Ferg_AY1-3_Yield
MN22276,10151,5554.85,23Ferg_AY1-3_Yield
SHELLY,10151,5971.8,23Ferg_AY1-3_Yield
MN22405,10151,5689.35,23Ferg_AY1-3_Yield
MN22089,10151,5380.0,23Ferg_AY1-3_Yield
MN22085,10151,5675.9,23Ferg_AY1-3_Yield
LINKERT,10151,4801.65,23Ferg_AY1-3_Yield
MN22054,10151,5050.475,23Ferg_AY1-3_Yield
MN22106,10151,5090.825,23Ferg_AY1-3_Yield
MN22070,10151,5184.975,23Ferg_AY1-3_Yield
MN22151,10151,5817.125,23Ferg_AY1-3_Yield
MN22350,10151,5823.85,23Ferg_AY1-3_Yield
MN22130,10151,5346.375,23Ferg_AY1-3_Yield
MN22103,10151,5776.775,23Ferg_AY1-3_Yield
MN22126,10151,5178.25,23Ferg_AY1-3_Yield
MN22009,10151,5211.875,23Ferg_AY1-3_Yield
MN22136,10151,5440.525,23Ferg_AY1-3_Yield
MN22065,10151,4620.075,23Ferg_AY1-3_Yield
MN22419,10151,4687.325,23Ferg_AY1-3_Yield
MN22271,10151,5097.55,23Ferg_AY1-3_Yield
MN22018,10151,5373.275,23Ferg_AY1-3_Yield
MN21370-2,10151,4808.375,23Ferg_AY1-3_Yield
MN22093W,10151,5117.725,23Ferg_AY1-3_Yield
MN22455,10151,5258.95,23Ferg_AY1-3_Yield
MN22429,10151,5776.775,23Ferg_AY1-3_Yield
MN22025,10151,5817.125,23Ferg_AY1-3_Yield
MN22269,10151,5716.25,23Ferg_AY1-3_Yield
MN21315-1,10151,5373.275,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,6220.625,23Ferg_AY1-3_Yield
MN22167,10151,6119.75,23Ferg_AY1-3_Yield
MN22140,10151,5205.15,23Ferg_AY1-3_Yield
LINKERT,10151,5346.375,23Ferg_AY1-3_Yield
MN21172-3,10151,6671.2,23Ferg_AY1-3_Yield
MN22228,10151,5743.15,23Ferg_AY1-3_Yield
LINKERT,10151,5554.85,23Ferg_AY1-3_Yield
MN22314,10151,6099.575,23Ferg_AY1-3_Yield
LINKERT,10151,5729.7,23Ferg_AY1-3_Yield
MN21354-3,10151,6725.0,23Ferg_AY1-3_Yield
MN22141,10151,5978.525,23Ferg_AY1-3_Yield
MN21413-3,10151,6476.175,23Ferg_AY1-3_Yield
MN22395,10151,6160.1,23Ferg_AY1-3_Yield
MN22367,10151,5258.95,23Ferg_AY1-3_Yield
MN22253,10151,5864.2,23Ferg_AY1-3_Yield
MN22341,10151,6637.575,23Ferg_AY1-3_Yield
MN21405-3,10151,6355.125,23Ferg_AY1-3_Yield
MN22128,10151,5817.125,23Ferg_AY1-3_Yield
MN22196,10151,6725.0,23Ferg_AY1-3_Yield
MN22401,10151,6839.325,23Ferg_AY1-3_Yield
MN-TORGY,10151,7148.675,23Ferg_AY1-3_Yield
MN22071,10151,6852.775,23Ferg_AY1-3_Yield
MN21087-1,10151,6852.775,23Ferg_AY1-3_Yield
MN22302,10151,6422.375,23Ferg_AY1-3_Yield
MN22155,10151,6341.675,23Ferg_AY1-3_Yield
MN22194,10151,6846.05,23Ferg_AY1-3_Yield
LINKERT,10151,5870.925,23Ferg_AY1-3_Yield
MN21332-3,10151,6980.55,23Ferg_AY1-3_Yield
MN21357-5,10151,6772.075,23Ferg_AY1-3_Yield
MN22384,10151,6556.875,23Ferg_AY1-3_Yield
MN21406-1,10151,6166.825,23Ferg_AY1-3_Yield
MN22399,10151,6086.125,23Ferg_AY1-3_Yield
MN22225,10151,6059.225,23Ferg_AY1-3_Yield
MN21385-1,10151,6503.075,23Ferg_AY1-3_Yield
MN22262,10151,6624.125,23Ferg_AY1-3_Yield
MN22199,10151,6301.325,23Ferg_AY1-3_Yield
MN22207,10151,5904.55,23Ferg_AY1-3_Yield
MN21263-3,10151,6301.325,23Ferg_AY1-3_Yield
MN22221,10151,6213.9,23Ferg_AY1-3_Yield
MN22278,10151,5662.45,23Ferg_AY1-3_Yield
MN-TORGY,10151,6260.975,23Ferg_AY1-3_Yield
MN22118,10151,5796.95,23Ferg_AY1-3_Yield
MN22433,10151,5272.4,23Ferg_AY1-3_Yield
MN22408,10151,5084.1,23Ferg_AY1-3_Yield
MN22385,10151,5393.45,23Ferg_AY1-3_Yield
MN22406,10151,5184.975,23Ferg_AY1-3_Yield
MN21290-2,10151,6247.525,23Ferg_AY1-3_Yield
MN22218,10151,5971.8,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,6032.325,23Ferg_AY1-3_Yield
LINKERT,10151,5124.45,23Ferg_AY1-3_Yield
MN22086,10151,5783.5,23Ferg_AY1-3_Yield
MN21135-2,10151,5292.575,23Ferg_AY1-3_Yield
MN21269-2,10151,6234.075,23Ferg_AY1-3_Yield
MN21482-1,10151,5057.2,23Ferg_AY1-3_Yield
MN22182,10151,6220.625,23Ferg_AY1-3_Yield
MN22345,10151,5951.625,23Ferg_AY1-3_Yield
MN22227,10151,5696.075,23Ferg_AY1-3_Yield
MN-TORGY,10151,5682.625,23Ferg_AY1-3_Yield
MN22335,10151,4989.95,23Ferg_AY1-3_Yield
MN21444-3,10151,5575.025,23Ferg_AY1-3_Yield
MN22169,10151,5662.45,23Ferg_AY1-3_Yield
MN22125,10151,5971.8,23Ferg_AY1-3_Yield
MN22374,10151,5245.5,23Ferg_AY1-3_Yield
MN22375,10151,5655.725,23Ferg_AY1-3_Yield
MN22080,10151,5837.3,23Ferg_AY1-3_Yield
MN22393,10151,6005.425,23Ferg_AY1-3_Yield
MN22356,10151,5998.7,23Ferg_AY1-3_Yield
MN22313,10151,5743.15,23Ferg_AY1-3_Yield
MN22006,10151,6496.35,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,6482.9,23Ferg_AY1-3_Yield
MN22373,10151,6489.625,23Ferg_AY1-3_Yield
MN-TORGY,10151,6866.225,23Ferg_AY1-3_Yield
MN22046,10151,5433.8,23Ferg_AY1-3_Yield
MN22219,10151,6758.625,23Ferg_AY1-3_Yield
MN22344,10151,5770.05,23Ferg_AY1-3_Yield
MN22016,10151,6119.75,23Ferg_AY1-3_Yield
MN22113,10151,5965.075,23Ferg_AY1-3_Yield
MN22063,10151,6677.925,23Ferg_AY1-3_Yield
MN22329,10151,6234.075,23Ferg_AY1-3_Yield
MN22322,10151,6456.0,23Ferg_AY1-3_Yield
MN22378,10151,6778.8,23Ferg_AY1-3_Yield
MN22241,10151,6725.0,23Ferg_AY1-3_Yield
MN22195,10151,6133.2,23Ferg_AY1-3_Yield
MN22064,10151,7377.325,23Ferg_AY1-3_Yield
MN21053-1,10151,6778.8,23Ferg_AY1-3_Yield
MN22342,10151,6395.475,23Ferg_AY1-3_Yield
MN21073-3,10151,6099.575,23Ferg_AY1-3_Yield
MN22357,10151,6395.475,23Ferg_AY1-3_Yield
MN22261,10151,5319.475,23Ferg_AY1-3_Yield
MN22092,10151,5770.05,23Ferg_AY1-3_Yield
MN21275-4,10151,6254.25,23Ferg_AY1-3_Yield
MN22229,10151,6281.15,23Ferg_AY1-3_Yield
SHELLY,10151,7061.25,23Ferg_AY1-3_Yield
MN22099,10151,6711.55,23Ferg_AY1-3_Yield
MN22258,10151,7182.3,23Ferg_AY1-3_Yield
MN21292-2,10151,6980.55,23Ferg_AY1-3_Yield
SHELLY,10151,6772.075,23Ferg_AY1-3_Yield
MN22061,10151,6859.5,23Ferg_AY1-3_Yield
MN22309,10151,6361.85,23Ferg_AY1-3_Yield
MN22418,10151,6462.725,23Ferg_AY1-3_Yield
MN22222,10151,7041.075,23Ferg_AY1-3_Yield
MN22186,10151,5830.575,23Ferg_AY1-3_Yield
MN22058,10151,6476.175,23Ferg_AY1-3_Yield
MN22275,10151,6294.6,23Ferg_AY1-3_Yield
MN22464,10151,5998.7,23Ferg_AY1-3_Yield
MN22319,10151,6725.0,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,6711.55,23Ferg_AY1-3_Yield
MN21090-4,10151,7007.45,23Ferg_AY1-3_Yield
MN22369,10151,6012.15,23Ferg_AY1-3_Yield
MN22206,10151,6039.05,23Ferg_AY1-3_Yield
SHELLY,10151,7740.475,23Ferg_AY1-3_Yield
MN22212,10151,6489.625,23Ferg_AY1-3_Yield
MN22154,10151,6832.6,23Ferg_AY1-3_Yield
MN21272-2,10151,6597.225,23Ferg_AY1-3_Yield
MN22131,10151,7343.7,23Ferg_AY1-3_Yield
MN21337-1,10151,6893.125,23Ferg_AY1-3_Yield
MN22416,10151,6859.5,23Ferg_AY1-3_Yield
MN21168-1,10151,7874.975,23Ferg_AY1-3_Yield
MN21005-4,10151,7014.175,23Ferg_AY1-3_Yield
MN22216,10151,6254.25,23Ferg_AY1-3_Yield
MN22249,10151,5514.5,23Ferg_AY1-3_Yield
MN21089-4,10151,5991.975,23Ferg_AY1-3_Yield
MN22193,10151,6200.45,23Ferg_AY1-3_Yield
SHELLY,10151,6563.6,23Ferg_AY1-3_Yield
MN22427,10151,5823.85,23Ferg_AY1-3_Yield
MN-TORGY,10151,6577.05,23Ferg_AY1-3_Yield
MN22101,10151,5965.075,23Ferg_AY1-3_Yield
MN22200,10151,6408.925,23Ferg_AY1-3_Yield
MN22201,10151,6227.35,23Ferg_AY1-3_Yield
MN22259,10151,5918.0,23Ferg_AY1-3_Yield
MN22400,10151,6328.225,23Ferg_AY1-3_Yield
MN22248,10151,6005.425,23Ferg_AY1-3_Yield
MN22452,10151,6018.875,23Ferg_AY1-3_Yield
MN22123,10151,5770.05,23Ferg_AY1-3_Yield
MN22301,10151,6187.0,23Ferg_AY1-3_Yield
MN21045-1,10151,6402.2,23Ferg_AY1-3_Yield
MN-TORGY,10151,6193.725,23Ferg_AY1-3_Yield
MN22022,10151,5662.45,23Ferg_AY1-3_Yield
MN21114-1,10151,6234.075,23Ferg_AY1-3_Yield
MN22355,10151,6469.45,23Ferg_AY1-3_Yield
MN22428,10151,6355.125,23Ferg_AY1-3_Yield
MN22285,10151,6597.225,23Ferg_AY1-3_Yield
MN21287-2,10151,6012.15,23Ferg_AY1-3_Yield
MN22306,10151,6045.775,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,5521.225,23Ferg_AY1-3_Yield
MN22286,10151,5581.75,23Ferg_AY1-3_Yield
MN22120,10151,5588.475,23Ferg_AY1-3_Yield
MN21065-2,10151,5823.85,23Ferg_AY1-3_Yield
LINKERT,10151,5010.125,23Ferg_AY1-3_Yield
MN22326,10151,5427.075,23Ferg_AY1-3_Yield
MN22457,10151,5319.475,23Ferg_AY1-3_Yield
MN22349,10151,5521.225,23Ferg_AY1-3_Yield
MN22297,10151,4983.225,23Ferg_AY1-3_Yield
MN22097,10151,5655.725,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,5413.625,23Ferg_AY1-3_Yield
MN-ROTHSAY,10151,5319.475,23Ferg_AY1-3_Yield
MN21144-1,10151,5137.9,23Ferg_AY1-3_Yield
MN22358,10151,5743.15,23Ferg_AY1-3_Yield
MN22160,10151,6032.325,23Ferg_AY1-3_Yield
MN22146,10151,5857.475,23Ferg_AY1-3_Yield
MN22303,10151,5635.55,23Ferg_AY1-3_Yield
MN22263,10151,5682.625,23Ferg_AY1-3_Yield
MN22157,10151,5400.175,23Ferg_AY1-3_Yield
MN22376,10151,5393.45,23Ferg_AY1-3_Yield
MN22273,10151,6086.125,23Ferg_AY1-3_Yield
MN22360,10151,5783.5,23Ferg_AY1-3_Yield
MN21034-3,10151,5817.125,23Ferg_AY1-3_Yield
MN22288,10151,5682.625,23Ferg_AY1-3_Yield
MN21316-3,10151,5770.05,23Ferg_AY1-3_Yield
MN22120,10148,5521.225,23StrathconaSpring_Jochum
MN22058,10148,5675.9,23StrathconaSpring_Jochum
MN21143-4,10148,5104.275,23StrathconaSpring_Jochum
MN22261,10148,5709.525,23StrathconaSpring_Jochum
SHELLY,10148,5790.225,23StrathconaSpring_Jochum
MN22216,10148,5447.25,23StrathconaSpring_Jochum
MN22253,10148,4727.675,23StrathconaSpring_Jochum
MN22286,10148,5292.575,23StrathconaSpring_Jochum
MN21337-1,10148,5702.8,23StrathconaSpring_Jochum
MN22375,10148,4909.25,23StrathconaSpring_Jochum
MN22054,10148,4801.65,23StrathconaSpring_Jochum
MN22064,10148,4983.225,23StrathconaSpring_Jochum
LINKERT,10148,4714.225,23StrathconaSpring_Jochum
MN21269-2,10148,4922.7,23StrathconaSpring_Jochum
MN22416,10148,5299.3,23StrathconaSpring_Jochum
MN22046,10148,5796.95,23StrathconaSpring_Jochum
MN22262,10148,5790.225,23StrathconaSpring_Jochum
MN22335,10148,4768.025,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5030.3,23StrathconaSpring_Jochum
MN22263,10148,5184.975,23StrathconaSpring_Jochum
MN22358,10148,5292.575,23StrathconaSpring_Jochum
MN22227,10148,5218.6,23StrathconaSpring_Jochum
MN22349,10148,4438.5,23StrathconaSpring_Jochum
MN22160,10148,4889.075,23StrathconaSpring_Jochum
MN22123,10148,5104.275,23StrathconaSpring_Jochum
MN22301,10148,4936.15,23StrathconaSpring_Jochum
MN-TORGY,10148,5158.075,23StrathconaSpring_Jochum
MN22369,10148,5904.55,23StrathconaSpring_Jochum
MN22419,10148,5561.575,23StrathconaSpring_Jochum
MN21272-2,10148,5326.2,23StrathconaSpring_Jochum
MN22399,10148,5810.4,23StrathconaSpring_Jochum
MN21065-2,10148,5682.625,23StrathconaSpring_Jochum
LINKERT,10148,5090.825,23StrathconaSpring_Jochum
MN22385,10148,5608.65,23StrathconaSpring_Jochum
MN22157,10148,5104.275,23StrathconaSpring_Jochum
MN22155,10148,5232.05,23StrathconaSpring_Jochum
MN21292-2,10148,5662.45,23StrathconaSpring_Jochum
MN21172-3,10148,5480.875,23StrathconaSpring_Jochum
MN22194,10148,5131.175,23StrathconaSpring_Jochum
MN22258,10148,4465.4,23StrathconaSpring_Jochum
SHELLY,10148,5736.425,23StrathconaSpring_Jochum
MN22303,10148,5810.4,23StrathconaSpring_Jochum
MN21405-3,10148,5171.525,23StrathconaSpring_Jochum
MN22063,10148,5380.0,23StrathconaSpring_Jochum
MN22464,10148,5023.575,23StrathconaSpring_Jochum
MN22113,10148,5817.125,23StrathconaSpring_Jochum
MN22009,10148,5776.775,23StrathconaSpring_Jochum
MN21168-1,10148,5897.825,23StrathconaSpring_Jochum
MN22428,10148,5285.85,23StrathconaSpring_Jochum
MN22378,10148,5090.825,23StrathconaSpring_Jochum
MN22099,10148,5601.925,23StrathconaSpring_Jochum
MN21263-3,10148,5373.275,23StrathconaSpring_Jochum
MN22182,10148,4754.575,23StrathconaSpring_Jochum
MN22326,10148,5205.15,23StrathconaSpring_Jochum
MN22374,10148,5837.3,23StrathconaSpring_Jochum
MN22306,10148,5568.3,23StrathconaSpring_Jochum
MN21114-1,10148,5252.225,23StrathconaSpring_Jochum
MN21316-3,10148,5164.8,23StrathconaSpring_Jochum
MN22367,10148,5796.95,23StrathconaSpring_Jochum
MN21045-1,10148,4317.45,23StrathconaSpring_Jochum
MN22071,10148,5272.4,23StrathconaSpring_Jochum
MN21354-3,10148,5366.55,23StrathconaSpring_Jochum
MN22128,10148,4983.225,23StrathconaSpring_Jochum
MN22070,10148,4499.025,23StrathconaSpring_Jochum
MN22276,10148,5225.325,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5319.475,23StrathconaSpring_Jochum
MN21290-2,10148,5097.55,23StrathconaSpring_Jochum
MN22406,10148,5238.775,23StrathconaSpring_Jochum
MN22151,10148,4579.725,23StrathconaSpring_Jochum
MN22248,10148,5131.175,23StrathconaSpring_Jochum
MN22408,10148,5729.7,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5339.65,23StrathconaSpring_Jochum
MN22169,10148,4989.95,23StrathconaSpring_Jochum
MN22200,10148,5252.225,23StrathconaSpring_Jochum
MN-TORGY,10148,5111.0,23StrathconaSpring_Jochum
MN22427,10148,5090.825,23StrathconaSpring_Jochum
MN22186,10148,5003.4,23StrathconaSpring_Jochum
MN22401,10148,4862.175,23StrathconaSpring_Jochum
MN22065,10148,5501.05,23StrathconaSpring_Jochum
MN22275,10148,5097.55,23StrathconaSpring_Jochum
MN22345,10148,5944.9,23StrathconaSpring_Jochum
MN22329,10148,5830.575,23StrathconaSpring_Jochum
MN22365,10148,5615.375,23StrathconaSpring_Jochum
MN22400,10148,5850.75,23StrathconaSpring_Jochum
MN22376,10148,6018.875,23StrathconaSpring_Jochum
MN22297,10148,5601.925,23StrathconaSpring_Jochum
MN-TORGY,10148,5292.575,23StrathconaSpring_Jochum
MN22022,10148,4909.25,23StrathconaSpring_Jochum
MN22061,10148,5763.325,23StrathconaSpring_Jochum
MN22106,10148,5480.875,23StrathconaSpring_Jochum
MN22016,10148,4465.4,23StrathconaSpring_Jochum
MN21150-3,10148,5151.35,23StrathconaSpring_Jochum
MN22167,10148,5131.175,23StrathconaSpring_Jochum
SHELLY,10148,5669.175,23StrathconaSpring_Jochum
MN-TORGY,10148,5292.575,23StrathconaSpring_Jochum
MN21089-4,10148,6435.825,23StrathconaSpring_Jochum
MN22241,10148,5299.3,23StrathconaSpring_Jochum
MN22229,10148,6113.025,23StrathconaSpring_Jochum
MN22228,10148,5494.325,23StrathconaSpring_Jochum
MN21385-1,10148,6516.525,23StrathconaSpring_Jochum
MN22302,10148,4895.8,23StrathconaSpring_Jochum
MN-TORGY,10148,4989.95,23StrathconaSpring_Jochum
MN21144-1,10148,6523.25,23StrathconaSpring_Jochum
MN22395,10148,5272.4,23StrathconaSpring_Jochum
MN22092,10148,5749.875,23StrathconaSpring_Jochum
MN22093W,10148,5844.025,23StrathconaSpring_Jochum
MN22341,10148,6092.85,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5568.3,23StrathconaSpring_Jochum
MN22193,10148,4963.05,23StrathconaSpring_Jochum
MN22259,10148,5131.175,23StrathconaSpring_Jochum
MN22225,10148,4801.65,23StrathconaSpring_Jochum
MN22405,10148,4882.35,23StrathconaSpring_Jochum
MN21357-5,10148,5696.075,23StrathconaSpring_Jochum
MN22125,10148,5655.725,23StrathconaSpring_Jochum
MN22118,10148,5649.0,23StrathconaSpring_Jochum
MN22025,10148,5924.725,23StrathconaSpring_Jochum
MN22141,10148,5501.05,23StrathconaSpring_Jochum
MN21087-1,10148,5911.275,23StrathconaSpring_Jochum
MN22154,10148,5218.6,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5353.1,23StrathconaSpring_Jochum
MN22309,10148,6126.475,23StrathconaSpring_Jochum
MN21073-3,10148,5931.45,23StrathconaSpring_Jochum
MN22086,10148,5453.975,23StrathconaSpring_Jochum
MN21034-3,10148,6146.65,23StrathconaSpring_Jochum
MN22103,10148,5211.875,23StrathconaSpring_Jochum
MN22097,10148,0.0,23StrathconaSpring_Jochum
MN22314,10148,5770.05,23StrathconaSpring_Jochum
MN21370-2,10148,5635.55,23StrathconaSpring_Jochum
MN22322,10148,5951.625,23StrathconaSpring_Jochum
MN22146,10148,5312.75,23StrathconaSpring_Jochum
MN22373,10148,5447.25,23StrathconaSpring_Jochum
MN22342,10148,5568.3,23StrathconaSpring_Jochum
MN22344,10148,5790.225,23StrathconaSpring_Jochum
LINKERT,10148,5359.825,23StrathconaSpring_Jochum
MN22089,10148,4882.35,23StrathconaSpring_Jochum
MN-TORGY,10148,5164.8,23StrathconaSpring_Jochum
MN22452,10148,4936.15,23StrathconaSpring_Jochum
MN22130,10148,5057.2,23StrathconaSpring_Jochum
MN22273,10148,4815.1,23StrathconaSpring_Jochum
MN22140,10148,4209.85,23StrathconaSpring_Jochum
MN22221,10148,4680.6,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5043.75,23StrathconaSpring_Jochum
MN21275-4,10148,5622.1,23StrathconaSpring_Jochum
MN22285,10148,5124.45,23StrathconaSpring_Jochum
MN22418,10148,4868.9,23StrathconaSpring_Jochum
MN22006,10148,5568.3,23StrathconaSpring_Jochum
MN22288,10148,5453.975,23StrathconaSpring_Jochum
MN21287-2,10148,5232.05,23StrathconaSpring_Jochum
MN22429,10148,5460.7,23StrathconaSpring_Jochum
MN22126,10148,4929.425,23StrathconaSpring_Jochum
MN21090-4,10148,6173.55,23StrathconaSpring_Jochum
MN22319,10148,5373.275,23StrathconaSpring_Jochum
MN22356,10148,5924.725,23StrathconaSpring_Jochum
MN22207,10148,4936.15,23StrathconaSpring_Jochum
MN22249,10148,5669.175,23StrathconaSpring_Jochum
MN21413-3,10148,5501.05,23StrathconaSpring_Jochum
MN22199,10148,6092.85,23StrathconaSpring_Jochum
MN22360,10148,5554.85,23StrathconaSpring_Jochum
MN21406-1,10148,5211.875,23StrathconaSpring_Jochum
MN22455,10148,5689.35,23StrathconaSpring_Jochum
LINKERT,10148,5131.175,23StrathconaSpring_Jochum
MN-TORGY,10148,5090.825,23StrathconaSpring_Jochum
MN22313,10148,4788.2,23StrathconaSpring_Jochum
MN21315-1,10148,5164.8,23StrathconaSpring_Jochum
MN22384,10148,5413.625,23StrathconaSpring_Jochum
MN21135-2,10148,5205.15,23StrathconaSpring_Jochum
MN22085,10148,6180.275,23StrathconaSpring_Jochum
MN22457,10148,5756.6,23StrathconaSpring_Jochum
MN22433,10148,5527.95,23StrathconaSpring_Jochum
MN22393,10148,5527.95,23StrathconaSpring_Jochum
SHELLY,10148,5803.675,23StrathconaSpring_Jochum
MN22206,10148,5978.525,23StrathconaSpring_Jochum
MN22213,10148,4808.375,23StrathconaSpring_Jochum
MN22101,10148,5662.45,23StrathconaSpring_Jochum
MN21053-1,10148,5279.125,23StrathconaSpring_Jochum
MN22218,10148,5339.65,23StrathconaSpring_Jochum
MN22355,10148,5292.575,23StrathconaSpring_Jochum
LINKERT,10148,5514.5,23StrathconaSpring_Jochum
MN22018,10148,5675.9,23StrathconaSpring_Jochum
MN21005-4,10148,5743.15,23StrathconaSpring_Jochum
MN21444-3,10148,5642.275,23StrathconaSpring_Jochum
MN22131,10148,5635.55,23StrathconaSpring_Jochum
MN22271,10148,5971.8,23StrathconaSpring_Jochum
MN22195,10148,5420.35,23StrathconaSpring_Jochum
MN22278,10148,5521.225,23StrathconaSpring_Jochum
MN22080,10148,5427.075,23StrathconaSpring_Jochum
MN22219,10148,5595.2,23StrathconaSpring_Jochum
MN22183,10148,5548.125,23StrathconaSpring_Jochum
MN22222,10148,4902.525,23StrathconaSpring_Jochum
MN22357,10148,5682.625,23StrathconaSpring_Jochum
MN22136,10148,0.0,23StrathconaSpring_Jochum
MN22350,10148,5776.775,23StrathconaSpring_Jochum
MN22201,10148,5649.0,23StrathconaSpring_Jochum
MN21482-1,10148,4492.3,23StrathconaSpring_Jochum
MN22212,10148,5413.625,23StrathconaSpring_Jochum
MN22196,10148,5884.375,23StrathconaSpring_Jochum
SHELLY,10148,5877.65,23StrathconaSpring_Jochum
MN-ROTHSAY,10148,5622.1,23StrathconaSpring_Jochum
MN22269,10148,5131.175,23StrathconaSpring_Jochum
MN21332-3,10148,5924.725,23StrathconaSpring_Jochum
MN22201,10149,6967.1,23Hall_AY1-3_PY5-6_Yield
MN21135-2,10149,6388.75,23Hall_AY1-3_PY5-6_Yield
MN22258,10149,6550.15,23Hall_AY1-3_PY5-6_Yield
MN22378,10149,6859.5,23Hall_AY1-3_PY5-6_Yield
MN22046,10149,5057.2,23Hall_AY1-3_PY5-6_Yield
MN22123,10149,5817.125,23Hall_AY1-3_PY5-6_Yield
MN22427,10149,5346.375,23Hall_AY1-3_PY5-6_Yield
MN22195,10149,6139.925,23Hall_AY1-3_PY5-6_Yield
MN22455,10149,5783.5,23Hall_AY1-3_PY5-6_Yield
MN21413-3,10149,6106.3,23Hall_AY1-3_PY5-6_Yield
MN22054,10149,6113.025,23Hall_AY1-3_PY5-6_Yield
MN22120,10149,6852.775,23Hall_AY1-3_PY5-6_Yield
MN21290-2,10149,7646.325,23Hall_AY1-3_PY5-6_Yield
MN22101,10149,7673.225,23Hall_AY1-3_PY5-6_Yield
SHELLY,10149,8224.675,23Hall_AY1-3_PY5-6_Yield
MN21332-3,10149,7626.15,23Hall_AY1-3_PY5-6_Yield
MN22167,10149,7747.2,23Hall_AY1-3_PY5-6_Yield
MN-ROTHSAY,10149,7437.85,23Hall_AY1-3_PY5-6_Yield
MN22222,10149,7491.65,23Hall_AY1-3_PY5-6_Yield
MN22408,10149,6462.725,23Hall_AY1-3_PY5-6_Yield
MN22216,10149,7236.1,23Hall_AY1-3_PY5-6_Yield
MN22016,10149,7673.225,23Hall_AY1-3_PY5-6_Yield
MN22358,10149,8238.125,23Hall_AY1-3_PY5-6_Yield
MN21005-4,10149,8150.7,23Hall_AY1-3_PY5-6_Yield
SHELLY,10149,9280.5,23Hall_AY1-3_PY5-6_Yield
MN22018,10149,8655.075,23Hall_AY1-3_PY5-6_Yield
MN22303,10149,7236.1,23Hall_AY1-3_PY5-6_Yield
MN22249,10149,6429.1,23Hall_AY1-3_PY5-6_Yield
MN21089-4,10149,7363.875,23Hall_AY1-3_PY5-6_Yield
MN22360,10149,7646.325,23Hall_AY1-3_PY5-6_Yield
MN22395,10149,7558.9,23Hall_AY1-3_PY5-6_Yield
MN22309,10149,6852.775,23Hall_AY1-3_PY5-6_Yield
MN22259,10149,6563.6,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,6953.65,23Hall_AY1-3_PY5-6_Yield
MN22092,10149,6624.125,23Hall_AY1-3_PY5-6_Yield
MN22345,10149,6859.5,23Hall_AY1-3_PY5-6_Yield
MN22322,10149,6577.05,23Hall_AY1-3_PY5-6_Yield
MN-TORGY,10149,6745.175,23Hall_AY1-3_PY5-6_Yield
MN22401,10149,6583.775,23Hall_AY1-3_PY5-6_Yield
MN22341,10149,6388.75,23Hall_AY1-3_PY5-6_Yield
LINKERT,10149,5104.275,23Hall_AY1-3_PY5-6_Yield
MN22218,10149,7014.175,23Hall_AY1-3_PY5-6_Yield
MN22207,10149,5918.0,23Hall_AY1-3_PY5-6_Yield
MN22365,10149,5796.95,23Hall_AY1-3_PY5-6_Yield
MN21292-2,10149,6368.575,23Hall_AY1-3_PY5-6_Yield
MN22375,10149,6281.15,23Hall_AY1-3_PY5-6_Yield
MN22206,10149,6180.275,23Hall_AY1-3_PY5-6_Yield
MN22405,10149,6913.3,23Hall_AY1-3_PY5-6_Yield
MN21337-1,10149,6906.575,23Hall_AY1-3_PY5-6_Yield
